,textract_conf_approval,textract_conf_twenty,tesseract_conf_approval,tesseract_conf_twenty,doc,RegId,RegIdConf,app_code_textract,app_code_tesseract,app_code_table_lookup,twenty_code_textract,twenty_code_tesseract,twenty_code_table_lookup,history,app_code_fallback,twenty_code_fallback,textract_conf_app_code,tesseract_conf_app_code
80,,,,,C001956542-01-bottom.tif,Y0020_CNC_119853E_C INTERNAL APPROVED 03302023 ,47.205854509838716,YO020_CNC_119853E_C INTERNAL APPROVED 03302023,YOO20_CNC_119853E_C INTERNAL APPROVED 03302023,Y0020_WCM_111535E_C INTERNAL APPROVED 10042022,,,,"['Tesseract app_code is YOO20_CNC_119853E_C INTERNAL APPROVED 03302023', 'Textract app_code is YO020_CNC_119853E_C INTERNAL APPROVED 03302023', 'Tesseract twenty_code is NA3CNCLTRI9853E OOOO', 'Textract twenty_code is NA3CNCLTR19853E_O0O', 'Tesseract twenty_code_fallback is NOTICE TENNCARE IS NOT RESPONSIBLE FOR PAYMENT FOR THESE BENEFITS EXCEPT FOR APPROPRIATE COST SHARING AMOUNTS TENNCARE NE MMA MM LN FAG WIM BE EE AY ES DN RS A AS NS EY A CN I 9 AES WL LN EM A ED BEE EET EL', 'Textract twenty_code_fallback is NOTICE: TENNCARE IS NOT RESPONSIBLE FOR PAYMENT FOR THESE BENEFITS, EXCEPT FOR APPROPRIATE COST SHARING AMOUNTS. TENNCARE', 'Tesseract twenty_code_fallback is CEE ON ENE NNN NE EE ENE EEE EE EEE EN EEE EEE EE EE EET NT ENE NEE OE NEE OO NN NEE AE IS NOT RESPONSIBLE FOR GUARANTEEING THE AVAILABILITY OR QUALITY OF THESE BENEFITS ANY BENEFITS ABOVE AND BEYOND TRADITIONAL RANE DINER BEEN NFTEM MEM NEE L NWT TE TAIELLE EE RAR YI REE OA ED OR ETE EW ZL WG LD TE EE ET BE SE EE EE AE NE HE OE LSEE', 'Textract twenty_code_fallback is IS NOT RESPONSIBLE FOR GUARANTEEING THE AVAILABILITY OR QUALITY OF THESE BENEFITS. ANY BENEFITS ABOVE AND BEYOND TRADITIONAL', 'Tesseract twenty_code_fallback is ON NE NON NOONE IEE NE DATTA EAS TEENA MEAD DET IETNIA MEAN EINEN LANAI NA AAA MEDICARE BENEFITS ARE APPLICABLE TO WELLCARE MEDICARE ADVANTAGE ONLY AND DO NOT INDICATE INCREASED MEDICAID BENEFITS', 'Textract twenty_code_fallback is MEDICARE BENEFITS ARE APPLICABLE TO WELLCARE MEDICARE ADVANTAGE ONLY AND DO NOT INDICATE INCREASED MEDICAID BENEFITS.', 'Tesseract twenty_code_fallback is PLEASE CONTACT YOUR PLAN FOR DETAILS', 'Textract twenty_code_fallback is PLEASE CONTACT YOUR PLAN FOR DETAILS.', 'Tesseract twenty_code_fallback is HEALTHMINE INC IS AN INDEPENDENT COMPANY THAT CONTRACTS WITH WELLCARE TO PROVIDE MEMBER REWARDS PROGRAMS', 'Textract twenty_code_fallback is HEALTHMINE, INC., IS AN INDEPENDENT COMPANY THAT CONTRACTS WITH WELLCARE TO PROVIDE MEMBER REWARDS PROGRAMS.', 'Tesseract twenty_code_fallback is YOO20_CNC_119853E_C INTERNAL APPROVED 03302023', 'Textract twenty_code_fallback is YO020_CNC_119853E_C INTERNAL APPROVED 03302023', 'Tesseract twenty_code_fallback is NA3CNCLTR19853E__OOO00', 'Textract twenty_code_fallback is NA3CNCLTR19853E_O0O', 'Textract twenty_code_fallback is ~ 5']",,,89.37,97.48
81,,,,,C001956543-01-bottom.tif,Y0020_CNC_119853E_C INTERNAL APPROVED 03302023 NA2WCMLTR98563E_0000,38.48255157470703,YO02O_CNC_119853E_C INTERNAL APPROVED 03302023,YOO20_CNC_119853E_C INTERNAL APPROVED 03302023,Y0020_WCM_111535E_C INTERNAL APPROVED 10042022,,,NA2WCMLTR98563E_0000,"['Tesseract app_code is YOO20_CNC_119853E_C INTERNAL APPROVED 03302023', 'Textract app_code is YO02O_CNC_119853E_C INTERNAL APPROVED 03302023', 'Tesseract twenty_code is NA3CNCLTR19853E_0000', 'Textract twenty_code is NA3CNCLTR19853E_0000']",,,87.13,93.71
82,,,,,C001956544-01-bottom.tif,Y0020_CNC_119853E_C INTERNAL APPROVED 03302023 NA2WCMLTR98563E_0000,42.197479248046875,YO020_CNC_119853E_C INTERNAL APPROVED 03302023,YO020_CNC_119853E_C INTERNAL APPROVED 03302023,Y0020_WCM_111535E_C INTERNAL APPROVED 10042022,,,NA2WCMLTR98563E_0000,"['Tesseract app_code is YO020_CNC_119853E_C INTERNAL APPROVED 03302023', 'Textract app_code is YO020_CNC_119853E_C INTERNAL APPROVED 03302023', 'Tesseract twenty_code is NA3CNCLTRI9853E_0000', 'Textract twenty_code is NA3CNCLTR19853E_0000']",,,88.5,81.94
83,,,,,C001956545-00-bottom.tif,CAD_36120E STATE APPROVED 07032019 KY9CADLTR36120E_0000,93.03759002685547,,,,,,,"['Tesseract app_code is CAD_36120E STATE APPROVED 07032019', 'Textract app_code is CAD_36120E STATE APPROVED 07032019', 'Tesseract twenty_code is KY9CADLTR36120E_0000', 'Textract twenty_code is KY9CADLTR36120E_0000']",,,,
84,,,,,C001956546-00-bottom.tif,NA032295_CAD_LTR_ENG STATE APPROVED 05312016 NA2WCMLTR73611E_0216,76.92307692307692,,,,,,,"['Tesseract app_code is NA032295_CAD_LTR_ENG STATE APPROVED 05312016', 'Textract app_code is NA032295_CAD_LTR_ENG STATE APPROVED 05312016', 'Tesseract twenty_code_fallback is C001956546', 'Textract twenty_code_fallback is C001956546', 'Tesseract twenty_code_fallback is NA032295_CAD_LTR_ENG STATE APPROVED 05312016 MANT SHE', 'Textract twenty_code_fallback is NA032295_CAD_LTR_ENG STATE APPROVED 05312016', 'Tesseract twenty_code_fallback is 73161', 'Textract twenty_code_fallback is 73161', 'Tesseract twenty_code_fallback is   WELLCARE 2016 NA_01_16_JMD I MM MH HL LM', 'Textract twenty_code_fallback is ©WELLCARE 2016 NA_01_16_JMD', 'Tesseract twenty_code_fallback is NACADLTR73161 E01 16', 'Textract twenty_code_fallback is NACADLTR73161E_0116']",,,,
85,,,,,C001956547-00-bottom.tif,CAD_36120E STATE APPROVED 07032019 KY9CADLTR36120E_0000,96.06853485107422,,,,,,,"['Tesseract app_code is EEE EOS CONCERNS YOU HAVE T BY CALLING OUR 24HOUR HOTLINE AT 18666788', 'Tesseract app_code is CAD_36120E STATE APPROVED 07032019', 'Textract app_code is CAD_36120E STATE APPROVED 07032019', 'Tesseract twenty_code is KY9CADLTR36120E_0000', 'Textract twenty_code is KY9CADLTR36120E_0000']",,,,
86,,,,,C001956548-00-bottom.tif,CAD_36120E STATE APPROVED 07032019 KY9CADLTR36120E_0000,93.16677856445312,,,,,,,"['Tesseract app_code is CAD_36120E STATE APPROVED 07032019', 'Textract app_code is CAD_36120E STATE APPROVED 07032019', 'Tesseract twenty_code is KY9CADLTR36120E_0000', 'Textract twenty_code is KY9CADLTR36120E_0000']",,,,
87,,,,,C001956549-00-bottom.tif,CAD_36120E STATE APPROVED 07032019 KY9CADLTR36120E_0000,96.59359741210938,,,,,,,"['Tesseract app_code is CAD_36120E STATE APPROVED 07032019', 'Textract app_code is CAD_36120E STATE APPROVED 07032019', 'Tesseract twenty_code is KY9CADLTR36120E_0000', 'Textract twenty_code is KY9CADLTR36120E_0000']",,,,
88,,,,,C001956550-00-bottom.tif,CAD_36120E STATE APPROVED 07032019 KY9CADLTR36120E_0000,88.18025207519531,,,,,,,"['Tesseract app_code is BE CONCERNS YOU HAVE BY CALLING OUR 24HOUR HOTLINE AT 18666729', 'Tesseract app_code is CAD_36120E STATE APPROVED 07032019', 'Textract app_code is CAD_36120E STATE APPROVED 07032019', 'Tesseract twenty_code is KY9CADLTR36120E_0000', 'Textract twenty_code is KY9CADLTR36120E_0000']",,,,
89,,,,,C001956551-00-bottom.tif,CAD_40881E STATE APPROVED 01142021 NJ9JMDLTR40881E_0000,90.13561248779297,,,,,,,"['Tesseract app_code is SAD_40881E STATE APPROVED 01142021', 'Textract app_code is CAD_40881E STATE APPROVED 01142021', 'Tesseract twenty_code is NJSJMDLTR40881E_0000', 'Textract twenty_code is NJ9JMDLTR40881E_0000']",,,,
90,,,,,C001956552-00-bottom.tif,Y0020_WCM_86723E_C INTERNAL APPROVED 09222021 NA1WCMLTR86723E_0000,92.71117401123047,,,,,,,"['Tesseract app_code is Y0020_WCM_86723E_CINTERNAL APPROVED 09222021', 'Textract app_code is Y0020_WCM_86723E_CINTERNAL APPROVED 09222021', 'Tesseract twenty_code is NA1WCMLTR86723E_0000', 'Textract twenty_code is NA1WCMLTR86723E_0000']",,,,
